measurements_parameter,city,location,measurements_value,measurements_lastupdated
PM2.5,,"Mhada Colony, Pune - IITM",29.02,2022-06-22 08:45:00+00:00
O3,,"Devaraj Urs Badavane, Davanagere - KSPCB",3.62,2022-10-16 00:00:00+00:00
PM2.5,,"Rajbagh, Srinagar - JKSPCB",138.4,2022-10-16 16:00:00+00:00
SO2,,"Rajbagh, Srinagar - JKSPCB",0.0,2022-10-16 16:00:00+00:00
CO,,"Naharlagun, Naharlagun - APSPCB",220.0,2022-10-15 02:45:00+00:00
O3,,"Jhunsi, Prayagraj - UPPCB",53.72,2022-10-16 16:00:00+00:00
SO2,,"Motilal Nehru NIT, Prayagraj - UPPCB",15.63,2022-10-31 02:00:00+00:00
NO2,,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",71.33,2022-07-08 07:00:00+00:00
PM10,,"Bhelupur, Varanasi - UPPCB",257.4,2022-10-16 16:00:00+00:00
CO,,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",1010.0,2022-10-31 02:00:00+00:00
O3,,"Maldahiya, Varanasi - UPPCB",2.5,2022-10-31 02:00:00+00:00
NO2,,"NSI Kalyanpur, Kanpur - UPPCB",31.2,2022-10-31 02:00:00+00:00
PM2.5,,"FTI Kidwai Nagar, Kanpur - UPPCB",153.98,2022-10-31 02:00:00+00:00
CO,,"SDM Office_Khagra, Kishanganj - BSPCB",850.0,2022-10-31 01:45:00+00:00
SO2,,"Raikhad, Ahmedabad - IITM",0.0,2022-07-07 08:45:00+00:00
O3,,"Bardowali, Agartala - Tripura SPCB",9.82,2022-10-31 02:00:00+00:00
SO2,,"Gurdeo Nagar, Aurangabad - BSPCB",1.3,2022-10-31 01:45:00+00:00
CO,,"JN Stadium, Shillong - Meghalaya PCB",290.0,2022-10-15 05:45:00+00:00
PM2.5,,"Doon University, Dehradun - UKPCB",0.0,2022-10-16 15:45:00+00:00
CO,,"Vibhab Nagar, Firozabad - UPPCB",2010.0,2022-10-31 02:00:00+00:00
SO2,,"Kompally Municipal Office, Hyderabad - TSPCB",4.81,2022-10-31 02:00:00+00:00
O3,,"Somajiguda, Hyderabad - TSPCB",18.88,2022-10-16 16:00:00+00:00
PM10,,"Kalindi Kunj, Khurja - UPPCB",310.07,2022-10-31 01:45:00+00:00
CO,,"New Malakpet, Hyderabad - TSPCB",580.0,2022-10-31 02:00:00+00:00
O3,,"SIPCOT Phase-1, Hosur - TNPCB",-2.45,2022-10-31 01:45:00+00:00
PM2.5,,"Sona College of Technology, Salem - TNPCB",27.0,2022-10-03 12:30:00+00:00
PM2.5,,"Paryavaran Parisar, Bhopal - MPPCB",130.0,2022-10-31 01:45:00+00:00
SO2,,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",5.5,2022-10-16 16:00:00+00:00
PM2.5,,"Bollaram Industrial Area, Hyderabad - TSPCB",83.0,2022-10-31 02:00:00+00:00
O3,,"Lajpat Nagar, Moradabad - UPPCB",12.6,2022-01-13 05:45:00+00:00
NO2,,"Nishant Ganj, Lucknow - UPPCB",6.1,2019-08-21 08:15:00+00:00
O3,,"North Campus, DU, Delhi - IMD",0.01087,2022-10-31 02:00:00+00:00
NO2,,"Opp GPO Civil Lines, Nagpur - MPCB",12.02,2022-10-31 00:45:00+00:00
O3,,"Police Commissionerate, Jaipur - RSPCB",10.77,2022-10-31 01:45:00+00:00
CO,,"Indira Colony Vistar, Pali - RSPCB",1130.0,2022-10-31 01:45:00+00:00
PM2.5,,"ICRISAT Patancheru, Hyderabad - TSPCB",17.0,2020-04-28 06:15:00+00:00
SO2,,"Ward-32 Bapupara, Siliguri - WBPCB",6.0,2022-03-24 23:30:00+00:00
SO2,,"Tirumala, Tirupati - APPCB",7.5,2022-10-31 02:00:00+00:00
NO2,,"Vivek Vihar, Delhi - DPCC",18.1,2018-05-10 09:00:00+00:00
PM2.5,,"Jahangirpuri, Delhi - DPCC",127.0,2018-05-12 06:30:00+00:00
PM2.5,,"Rabindra Bharati University, Kolkata - WBPCB",112.0,2022-03-24 23:30:00+00:00
PM10,,"NISE Gwal Pahari, Gurugram - IMD",218.82,2018-11-16 04:00:00+00:00
PM2.5,,"Ratanpura, Rupnagar - Ambuja Cements",70.02,2022-10-31 01:45:00+00:00
NO2,,"Manali Village, Chennai - TNPCB",6.92,2019-07-19 05:15:00+00:00
CO,,"Vivek Vihar, Delhi - DPCC",3200.0,2022-10-31 00:45:00+00:00
PM2.5,,"H.B. Colony, Bhiwani - HSPCB",95.7,2022-10-31 01:45:00+00:00
PM2.5,,"F-Block, Sirsa - HSPCB",116.3,2022-10-31 02:00:00+00:00
O3,,"Udyogamandal, Eloor - Kerala PCB",25.51,2022-10-31 01:45:00+00:00
PM2.5,,"Phase-1 GIDC, Vapi - GPCB",53.0,2022-10-12 04:45:00+00:00
CO,,"Phase-1 GIDC, Vapi - GPCB",900.0,2022-10-12 04:45:00+00:00
NO2,,"Phase-1 GIDC, Vapi - GPCB",6.6,2022-10-12 04:45:00+00:00
PM2.5,,"Hebbal 1st Stage, Mysuru - KSPCB",32.51,2020-01-03 11:15:00+00:00
PM2.5,,"Pallavpuram Phase 2, Meerut - UPPCB",122.0,2022-10-16 16:00:00+00:00
CO,,"Urban, Chamarajanagar - KSPCB",300.0,2022-10-31 02:00:00+00:00
CO,,"BTM Layout, Bengaluru - KSPCB",910.0,2018-02-22 03:00:00+00:00
PM10,,City Railway Station - KSPCB,218.44,2018-02-22 03:00:00+00:00
PM2.5,,US Diplomatic Post: Chennai,73.4,2016-11-09 16:30:00+00:00
O3,,"Sector-6, Panchkula - HSPCB",39.29,2022-10-31 01:45:00+00:00
O3,,"Sector16A, Faridabad - HSPCB",5.46,2018-02-22 03:25:00+00:00
SO2,,"BWSSB Kadabesanahalli, Bengaluru - KSPCB",6.63,2018-02-22 03:00:00+00:00
SO2,,"BWSSB Kadabesanahalli, Bengaluru - CPCB",2.07,2022-08-02 05:15:00+00:00
PM10,,"Golden Temple, Amritsar - PPCB",137.95,2022-10-31 02:00:00+00:00
O3,,"Powai, Mumbai - MPCB",7.75,2022-10-16 13:15:00+00:00
O3,,"Police Lines, Jind - HSPCB",0.57,2022-10-31 01:45:00+00:00
SO2,,"New Collectorate, Baghpat - UPPCB",12.8,2022-01-31 04:45:00+00:00
O3,,"Sector-7, Kurukshetra - HSPCB",6.36,2022-10-31 01:45:00+00:00
NO2,,"Gole Bazar, Katni - MPPCB",34.0,2020-01-07 09:15:00+00:00
O3,,"ICRISAT Patancheru, Hyderabad - TSPCB",34.2,2020-04-28 09:45:00+00:00
CO,,"Ganga Nagar, Meerut - UPPCB",0.0,2022-09-20 06:00:00+00:00
O3,,"Sikulpuikawn, Aizawl - Mizoram PCB",4.5,2022-10-16 15:45:00+00:00
SO2,,"Deen Dayal Nagar, Sagar - MPPCB",7.73,2022-10-16 15:45:00+00:00
O3,,"East Arjun Nagar, Delhi - CPCB",105.78,2022-01-26 07:00:00+00:00
SO2,,"East Arjun Nagar, Delhi - CPCB",11.29,2022-01-26 07:00:00+00:00
NO2,,"Urban, Chamarajanagar - KSPCB",16.52,2022-10-31 02:00:00+00:00
O3,,"Vikas Sadan, Gurugram - HSPCB",3.74,2022-10-31 02:00:00+00:00
SO2,,Collectorate Jodhpur - RSPCB,4.81,2018-02-22 03:45:00+00:00
NO2,,"Rabindra Bharati University, Kolkata - WBSPCB",39.7,2017-10-28 14:30:00+00:00
CO,,AAQMS Karve Road Pune,1220.0,2018-02-22 03:00:00+00:00
O3,,AAQMS Karve Road Pune,15.76,2018-02-22 03:00:00+00:00
O3,,"Manali, Chennai - CPCB",4.09,2022-10-16 15:00:00+00:00
O3,,"BWSSB Kadabesanahalli, Bengaluru - KSPCB",17.11,2017-02-12 01:45:00+00:00
SO2,,"Solapur, Solapur - MPCB",27.51,2022-10-31 02:00:00+00:00
SO2,,Navi Mumbai Municipal Corporation Airoli,32.69,2020-04-09 00:15:00+00:00
PM10,,Navi Mumbai Municipal Corporation Airoli,40.56,2020-04-09 00:15:00+00:00
O3,,"Anand Vihar, Delhi - DPCC",7.6,2022-10-31 00:30:00+00:00
O3,,"Tata Stadium, Jorapokhar - JSPCB",14.42,2022-10-15 12:30:00+00:00
O3,,"MD University, Rohtak - HSPCB",54.33,2020-01-01 11:00:00+00:00
SO2,,"Talcher Coalfields,Talcher - OSPCB",63.6,2022-10-31 01:00:00+00:00
CO,,"Talcher Coalfields,Talcher - OSPCB",1600.0,2022-10-31 01:00:00+00:00
O3,,"Punjab Agricultural University, Ludhiana - PPCB",8.71,2022-10-31 02:00:00+00:00
CO,,"Moti Doongri, Alwar - RSPCB",100.0,2022-10-31 02:00:00+00:00
NO2,,"Pusa, New Delhi - IMD",29.87,2018-05-14 02:00:00+00:00
PM10,,"Pimpleshwar Mandir, Thane - MPCB",72.15,2022-10-16 11:45:00+00:00
NO2,,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",7.0,2022-10-16 16:00:00+00:00
CO,,"Nishant Ganj, Lucknow - UPPCB",0.0,2019-08-16 11:30:00+00:00
NO2,,"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB",20.8,2022-10-31 01:45:00+00:00
PM10,,"Sector- 16A, Faridabad - HSPCB",634.0,2018-11-08 16:30:00+00:00
SO2,,"Opp GPO Civil Lines, Nagpur - MPCB",0.0,2022-10-31 00:45:00+00:00
NO2,,"Lodhi Road, Delhi - IMD",6.96,2022-10-16 10:15:00+00:00
PM2.5,,"Adarsh Nagar, Jaipur - RSPCB",121.7,2022-10-31 02:00:00+00:00
O3,,"Tirumala, Tirupati - APPCB",35.9,2022-10-31 02:00:00+00:00
CO,,"Karve Road, Pune - MPCB",150.0,2022-10-10 11:15:00+00:00
O3,,"Nehru Nagar, Kanpur - UPPCB",9.4,2022-10-31 02:00:00+00:00
O3,,"Vasundhara, Ghaziabad - UPPCB",0.0,2022-10-31 02:00:00+00:00
PM10,,"Bhopal Chauraha, Dewas - MPPCB",167.0,2022-10-31 02:00:00+00:00
PM10,,"Nehru Nagar, Delhi - DPCC",180.0,2018-05-13 10:00:00+00:00
PM10,,"Manali Village, Chennai - TNPCB",27.2,2019-07-19 05:15:00+00:00
PM10,,"Bawana, Delhi - DPCC",493.0,2022-10-31 00:45:00+00:00
NO2,,"Vidayagiri, Bagalkot - KSPCB",8.54,2022-10-16 15:45:00+00:00
PM10,,"Rajbansi Nagar, Patna - BSPCB",133.1,2022-10-16 15:45:00+00:00
CO,,"Sahilara, Maihar - KJS Cements",0.0,2022-10-31 01:45:00+00:00
PM2.5,,"Kodungaiyur, Chennai - TNPCB",10.0,2022-10-16 16:00:00+00:00
SO2,,"Stuart Hill, Madikeri - KSPCB",14.6,2022-10-16 16:00:00+00:00
O3,,"Khindipada-Bhandup West, Mumbai - IITM",22.0,2022-09-22 05:30:00+00:00
PM2.5,,"Pan Bazaar, Guwahati - PCBA",32.0,2022-10-16 16:00:00+00:00
O3,,"Hadapsar, Pune - IITM",11.0,2022-06-22 08:45:00+00:00
PM2.5,,"Jawahar Nagar, Puducherry - PPCC",1.0,2022-10-16 16:00:00+00:00
PM2.5,,"Sector-3B Avas Vikas Colony, Agra - UPPCB",76.05,2022-10-16 16:00:00+00:00
SO2,,"SAC ISRO Satellite, Ahmedabad - IITM",4.14,2022-07-07 09:15:00+00:00
PM2.5,,"Shastripuram, Agra - UPPCB",62.4,2022-10-16 16:00:00+00:00
CO,,"Bhelupur, Varanasi - UPPCB",1890.0,2022-10-16 16:00:00+00:00
SO2,,"NSI Kalyanpur, Kanpur - UPPCB",21.94,2022-10-31 02:00:00+00:00
NO2,,"Kukrail Picnic Spot-1, Lucknow - UPPCB",12.94,2022-10-16 16:00:00+00:00
SO2,,"Nagla Bhau, Firozabad - UPPCB",38.0,2022-10-31 02:00:00+00:00
CO,,"Town Hall - Lal Bagh, Darbhanga - BSPCB",820.0,2022-10-31 01:45:00+00:00
O3,,"Town Hall - Lal Bagh, Darbhanga - BSPCB",17.8,2022-10-31 01:45:00+00:00
NO2,,"Omex Eternity, Vrindavan - UPPCB",19.67,2022-10-31 02:00:00+00:00
O3,,"FTI Kidwai Nagar, Kanpur - UPPCB",10.67,2022-10-31 02:00:00+00:00
SO2,,"FTI Kidwai Nagar, Kanpur - UPPCB",11.03,2022-10-31 02:00:00+00:00
NO2,,"Chitragupta Nagar, Siwan - BSPCB",75.0,2022-10-31 01:45:00+00:00
SO2,,"Dangi Tola, Rajgir - BSPCB",6.6,2022-10-16 15:45:00+00:00
PM2.5,,"Sector-53, Chandigarh - CPCC",57.0,2022-10-31 01:45:00+00:00
PM10,,"Shivaji Nagar, Jhansi - UPPCB",223.3,2022-10-31 02:00:00+00:00
CO,,"Somajiguda, Hyderabad - TSPCB",520.0,2022-10-16 16:00:00+00:00
PM10,,"IITH Kandi, Hyderabad - TSPCB",28.84,2022-10-31 02:00:00+00:00
NO2,,"Rajendra Nagar, Bareilly - UPPCB",28.1,2022-10-31 02:00:00+00:00
NO2,,"New Malakpet, Hyderabad - TSPCB",4.61,2022-10-31 02:00:00+00:00
PM10,,"Chalai Bazaar, Ramanathapuram - TNPCB",62.0,2022-10-31 02:00:00+00:00
PM10,,"Gulzarpet, Anantapur - APPCB",122.17,2022-10-31 01:45:00+00:00
O3,,"Dr. Karni Singh Shooting Range, Delhi - DPCC",2.1,2022-10-31 00:30:00+00:00
PM2.5,,"Urban Estate-II, Hisar - HSPCB",109.6,2022-10-31 01:45:00+00:00
PM10,,"Kalal Majra, Khanna - PPCB",155.36,2022-10-31 01:00:00+00:00
SO2,,"Mahape, Navi Mumbai - MPCB",10.61,2022-10-16 15:45:00+00:00
SO2,,"Jadavpur, Kolkata - WBPCB",5.6,2022-10-31 02:00:00+00:00
PM10,,"Shrivastav Colony, Damoh - MPPCB",93.0,2022-10-31 02:00:00+00:00
PM10,,"Police Lines, Jind - HSPCB",338.0,2022-10-31 01:45:00+00:00
PM2.5,,"Borivali East, Mumbai - MPCB",57.0,2022-10-31 02:00:00+00:00
SO2,,"Shastri Nagar, Narnaul - HSPCB",3.97,2022-10-31 02:00:00+00:00
O3,,"Nathu Colony, Ballabgarh - HSPCB",5.64,2022-10-31 01:45:00+00:00
CO,,"Jai Bhim Nagar, Meerut - UPPCB",1290.0,2022-10-31 02:00:00+00:00
PM2.5,,"Sector-1, Noida - UPPCB",91.0,2022-10-16 16:00:00+00:00
SO2,,"Yamunapuram, Bulandshahr - UPPCB",11.6,2022-10-16 16:00:00+00:00
NO2,,"Hebbal 1st Stage, Mysuru - KSPCB",10.38,2020-01-03 11:15:00+00:00
PM10,,"DRM Office Danapur, Patna - BSPCB",192.03,2022-10-16 16:00:00+00:00
O3,,"Pallavpuram Phase 2, Meerut - UPPCB",13.2,2022-10-16 16:00:00+00:00
O3,,"Khadakpada, Kalyan - MPCB",4.58,2022-08-18 03:00:00+00:00
PM10,,"Urban, Chamarajanagar - KSPCB",39.85,2022-10-31 02:00:00+00:00
PM10,,"R K Puram, Delhi - DPCC",339.0,2018-02-21 21:15:00+00:00
O3,,"R K Puram, Delhi - DPCC",95.33,2018-01-24 09:30:00+00:00
PM2.5,,"Anand Vihar, Delhi - DPCC",271.0,2018-02-21 21:15:00+00:00
NO2,,"Vikas Sadan, Gurugram - HSPCB",15.34,2022-10-31 02:00:00+00:00
NO2,,"Zoo Park, Hyderabad - TSPCB",18.7,2022-10-31 02:00:00+00:00
NO2,,Collectorate - Muzaffarpur - BSPCB,43.4,2018-02-21 23:45:00+00:00
PM2.5,,Collectorate - Muzaffarpur - BSPCB,245.0,2018-02-21 23:45:00+00:00
NO2,,"Shadipur, Delhi - CPCB",12.43,2018-02-22 02:45:00+00:00
NO2,,Ardhali Bazar,156.6,2018-02-22 03:00:00+00:00
NO2,,"BWSSB Kadabesanahalli, Bengaluru - KSPCB",166.55,2018-02-22 03:00:00+00:00
O3,,IGSC Planetarium Complex - Patna - BSPCB,39.2,2018-02-22 03:45:00+00:00
O3,,"Punjabi Bagh, Delhi - DPCC",131.9,2018-05-12 06:00:00+00:00
SO2,,"Tata Stadium, Jorapokhar - JSPCB",13.0,2022-10-15 12:30:00+00:00
SO2,,"BTM Layout, Bengaluru - CPCB",4.95,2022-10-16 16:00:00+00:00
O3,,"Collectorate, Gaya - BSPCB",10.2,2022-10-31 02:00:00+00:00
SO2,,"City Railway Station, Bengaluru - KSPCB",17.4,2022-10-31 01:45:00+00:00
PM2.5,,"Opp GPO Civil Lines, Nagpur - MPCB",88.7,2022-10-31 00:45:00+00:00
CO,,"Central University, Hyderabad - TSPCB",700.0,2022-10-31 02:00:00+00:00
SO2,,"Sector-D Industrial Area, Mandideep - MPPCB",74.0,2022-10-31 02:00:00+00:00
PM10,,"Mandir Marg, New Delhi - DPCC",251.0,2018-05-12 04:30:00+00:00
O3,,"ICRISAT Patancheru, Hyderabad - TSPCB",53.0,2022-03-24 23:30:00+00:00
CO,,"Central School, Lucknow - CPCB",1670.0,2022-10-31 01:45:00+00:00
PM2.5,,"Ashok Vihar, Delhi - DPCC",277.0,2022-10-31 00:45:00+00:00
O3,,"Najafgarh, Delhi - DPCC",0.2,2022-10-30 22:15:00+00:00
CO,,"Vidayagiri, Bagalkot - KSPCB",770.0,2022-10-16 15:45:00+00:00
O3,,"Rajbansi Nagar, Patna - BSPCB",34.89,2022-10-16 15:45:00+00:00
PM2.5,,"Hebbal 1st Stage, Mysuru - KSPCB",19.15,2022-10-31 02:00:00+00:00
PM2.5,,"Industrial Area, Hajipur - BSPCB",79.81,2022-10-16 16:00:00+00:00
SO2,,"Mini Secretariat, Charkhi Dadri - HSPCB",10.69,2022-10-16 16:00:00+00:00
NO2,,"Thavakkara, Kannur - Kerala PCB",12.54,2022-10-16 15:30:00+00:00
PM2.5,,"Manali Village, Chennai - TNPCB",119.85,2022-10-31 02:00:00+00:00
NO2,,"Rohini, Delhi - DPCC",34.1,2022-10-31 00:45:00+00:00
PM10,,"Chhoti Gwaltoli, Indore - MPPCB",146.0,2022-10-16 16:00:00+00:00
CO,,"Teri Gram, Gurugram - HSPCB",860.0,2022-10-16 16:00:00+00:00
PM10,,"Kalyana Nagara, Chikkamagaluru - KSPCB",102.25,2022-10-16 16:00:00+00:00
PM2.5,,"City Center, Gwalior - MPPCB",59.0,2022-10-16 16:00:00+00:00
O3,,"City Center, Gwalior - MPPCB",9.7,2022-10-16 16:00:00+00:00
CO,,"Sector-12, Karnal - HSPCB",1710.0,2022-10-31 01:30:00+00:00
PM10,,"Phool Bagh, Gwalior - Mondelez Ind. Food",14.87,2022-09-14 22:00:00+00:00
SO2,,"Kodungaiyur, Chennai - TNPCB",1.8,2022-10-16 16:00:00+00:00
NO2,,"Stuart Hill, Madikeri - KSPCB",4.8,2022-10-16 16:00:00+00:00
NO2,,"Bandra Kurla Complex, Mumbai - IITM",143.05,2022-10-16 15:45:00+00:00
CO,,"Deonar, Mumbai - IITM",2340.0,2022-10-16 15:45:00+00:00
SO2,,"Deonar, Mumbai - IITM",4.43,2022-10-16 15:45:00+00:00
O3,,"Deonar, Mumbai - IITM",0.0,2022-10-16 15:45:00+00:00
O3,,"Bhosari, Pune - IITM",3.0,2022-07-07 04:45:00+00:00
PM10,,"Revenue Colony-Shivajinagar, Pune - IITM",43.71,2022-07-07 07:15:00+00:00
NO2,,"Khindipada-Bhandup West, Mumbai - IITM",1.34,2022-09-22 05:30:00+00:00
O3,,"Panchal Nagar, Gadag - KSPCB",36.6,2022-10-15 09:30:00+00:00
PM10,,"Devaraj Urs Badavane, Davanagere - KSPCB",23.96,2022-10-16 13:00:00+00:00
PM10,,"Hadapsar, Pune - IITM",0.0,2022-06-22 08:45:00+00:00
CO,,"Brahmagiri, Udupi - KSPCB",1370.0,2022-10-16 01:00:00+00:00
CO,,"Jhunsi, Prayagraj - UPPCB",1220.0,2022-10-16 16:00:00+00:00
O3,,"B R Ambedkar University, Lucknow - UPPCB",36.49,2022-10-16 16:00:00+00:00
CO,,"IIPHG Lekawada, Gandhinagar - IITM",510.0,2022-07-22 12:00:00+00:00
O3,,"Shastripuram, Agra - UPPCB",27.81,2022-10-16 16:00:00+00:00
O3,,"Gandak Colony, Motihari - BSPCB",36.8,2022-10-16 15:45:00+00:00
PM10,,"Nagar Nigam, Prayagraj - UPPCB",197.36,2022-10-31 02:00:00+00:00
O3,,"Shahjahan Garden, Agra - UPPCB",0.0,2022-10-31 02:00:00+00:00
PM2.5,,"Mangala, Bilaspur - NTPC",28.75,2022-10-31 02:00:00+00:00
PM2.5,,"Employment Office, Moradabad - UPPCB",35.36,2022-10-31 02:00:00+00:00
O3,,"Town Hall, Munger - BSPCB",13.1,2022-10-31 01:45:00+00:00
O3,,"Mirchaibari, Katihar - BSPCB",3.1,2022-10-16 15:45:00+00:00
PM10,,"Mirchaibari, Katihar - BSPCB",176.0,2022-10-16 15:45:00+00:00
SO2,,"Mayaganj, Bhagalpur - BSPCB",20.4,2022-10-31 01:45:00+00:00
O3,,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",25.0,2022-10-31 01:45:00+00:00
SO2,,"Buddhi Vihar, Moradabad - UPPCB",21.59,2022-10-16 16:00:00+00:00
O3,,"Kharahiya Basti, Araria - BSPCB",3.7,2022-10-31 01:45:00+00:00
CO,,"Eco Herbal Park, Moradabad - UPPCB",1090.0,2022-10-31 02:00:00+00:00
O3,,"Shivaji Nagar, Jhansi - UPPCB",7.57,2022-10-31 02:00:00+00:00
SO2,,"DM Office_Kasipur, Samastipur - BSPCB",1.7,2022-10-31 01:45:00+00:00
PM2.5,,"DRCC Anandpur, Begusarai - BSPCB",356.0,2022-10-31 01:45:00+00:00
NO2,,"DRCC Anandpur, Begusarai - BSPCB",4.3,2022-10-31 01:45:00+00:00
NO2,,"Zero Point GICI, Gangtok - SSPCB",3.15,2022-10-31 01:45:00+00:00
PM2.5,,"Somajiguda, Hyderabad - TSPCB",33.78,2022-10-16 16:00:00+00:00
SO2,,"Rajendra Nagar, Bareilly - UPPCB",10.07,2022-10-31 02:00:00+00:00
CO,,"Rajendra Nagar, Bareilly - UPPCB",1410.0,2022-10-31 02:00:00+00:00
SO2,,"Kalindi Kunj, Khurja - UPPCB",13.89,2022-10-31 01:45:00+00:00
NO2,,"Transport Nagar, Moradabad - UPPCB",22.29,2022-10-31 02:00:00+00:00
O3,,"Ramteerth Nagar, Belgaum - KSPCB",25.11,2022-10-31 01:45:00+00:00
PM2.5,Hyderabad,US Diplomatic Post: Hyderabad,52.0,2025-01-31 08:30:00+00:00
PM10,,"Wazirpur, Delhi - DPCC",337.0,2022-10-31 00:45:00+00:00
NO2,,"Ashok Vihar, Delhi - DPCC",34.6,2022-10-31 00:45:00+00:00
PM10,,"Narela, Delhi - DPCC",429.0,2022-10-31 00:45:00+00:00
CO,,"Najafgarh, Delhi - DPCC",1400.0,2022-10-31 00:45:00+00:00
SO2,,"Vidayagiri, Bagalkot - KSPCB",2.52,2022-10-16 15:45:00+00:00
CO,,"Victoria, Kolkata - WBPCB",610.0,2022-10-31 01:45:00+00:00
CO,,"Manali Village, Chennai - TNPCB",470.0,2022-10-31 02:00:00+00:00
O3,,"Manali Village, Chennai - TNPCB",24.33,2022-10-31 02:00:00+00:00
PM10,,"Buddha Colony, Muzaffarpur - BSPCB",183.99,2022-10-16 15:30:00+00:00
SO2,,"ICRISAT Patancheru, Hyderabad - TSPCB",8.9,2022-10-31 01:45:00+00:00
SO2,,"Phool Bagh, Gwalior - Mondelez Ind. Food",23.82,2022-09-14 22:00:00+00:00
PM2.5,,"Vinoba Nagara, Shivamogga - KSPCB",25.67,2022-10-16 16:00:00+00:00
NO2,,"Royapuram, Chennai - TNPCB",13.0,2022-10-16 16:00:00+00:00
CO,,"Borivali East, Mumbai - IITM",370.0,2022-07-08 07:15:00+00:00
PM2.5,,"Haji Colony, Raichur - KSPCB",10.0,2022-10-16 09:30:00+00:00
NO2,,"Kandivali East, Mumbai - MPCB",13.64,2022-10-16 15:45:00+00:00
O3,,"Kadri, Mangalore - KSPCB",27.83,2022-10-31 01:45:00+00:00
O3,,"Tamaka Ind. Area, Kolar - KSPCB",5.12,2022-10-31 02:00:00+00:00
CO,,"Siddharth Nagar-Worli, Mumbai - IITM",1740.0,2022-10-16 16:00:00+00:00
PM10,,"Siddharth Nagar-Worli, Mumbai - IITM",102.6,2022-10-16 16:00:00+00:00
CO,,"Rajbagh, Srinagar - JKSPCB",390.0,2022-10-16 16:00:00+00:00
CO,,"Gyaspur, Ahmedabad - IITM",9510.0,2022-07-07 08:45:00+00:00
CO,,"Chandkheda, Ahmedabad - IITM",320.0,2022-10-16 15:45:00+00:00
PM2.5,,"IIPHG Lekawada, Gandhinagar - IITM",0.0,2022-07-22 12:00:00+00:00
NO2,,"IIPHG Lekawada, Gandhinagar - IITM",0.0,2022-07-22 12:00:00+00:00
NO2,,"SAC ISRO Bopal, Ahmedabad - IITM",10.01,2022-06-22 08:45:00+00:00
SO2,,"Shastripuram, Agra - UPPCB",17.35,2022-10-16 16:00:00+00:00
PM10,,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",135.12,2022-10-31 02:00:00+00:00
O3,,"Kamalnath Nagar, Bettiah - BSPCB",36.8,2022-10-16 15:45:00+00:00
CO,,"Gandak Colony, Motihari - BSPCB",660.0,2022-10-16 15:45:00+00:00
O3,,"D M Colony, Bihar Sharif - BSPCB",13.7,2022-10-31 01:45:00+00:00
SO2,,"Town Hall, Munger - BSPCB",9.2,2022-10-31 01:45:00+00:00
CO,,"Mayaganj, Bhagalpur - BSPCB",690.0,2022-10-31 01:45:00+00:00
PM10,,"Darshan Nagar, Chhapra - BSPCB",363.0,2022-10-31 01:45:00+00:00
SO2,,"Forest Rest House, Manguraha - BSPCB",7.1,2022-10-16 15:45:00+00:00
PM2.5,,"Shivaji Nagar, Jhansi - UPPCB",0.0,2022-10-31 02:00:00+00:00
CO,,"Sardar Patel Inter College, Baghpat - UPPCB",530.0,2022-10-26 07:30:00+00:00
NO2,,"HIMUDA Complex Phase-1, Baddi - HPPCB",8.7,2022-10-31 01:45:00+00:00
O3,,"New Malakpet, Hyderabad - TSPCB",12.3,2022-10-31 02:00:00+00:00
SO2,,"Transport Nagar, Moradabad - UPPCB",11.19,2022-10-31 02:00:00+00:00
SO2,,"Mendonsa Colony, Dindigul - TNPCB",35.54,2022-10-16 16:00:00+00:00
NO2,,"SIPCOT Phase-1, Hosur - TNPCB",7.78,2022-10-31 01:45:00+00:00
SO2,,"Gulzarpet, Anantapur - APPCB",8.26,2022-10-31 01:45:00+00:00
PM10,,"Ramteerth Nagar, Belgaum - KSPCB",114.0,2022-10-31 01:45:00+00:00
SO2,,"Moti Doongri, Alwar - RSPCB",18.52,2022-10-31 02:00:00+00:00
PM10,,"Bollaram Industrial Area, Hyderabad - TSPCB",135.0,2022-10-31 02:00:00+00:00
PM10,,"Sector-2 Industrial Area, Pithampur - MPPCB",289.0,2022-10-31 02:00:00+00:00
PM10,,"Chandrapur, Chandrapur - MPCB",123.0,2022-10-31 02:00:00+00:00
CO,,"Sector- 16A, Faridabad - HSPCB",0.0,2022-02-06 14:45:00+00:00
O3,,"NSIT Dwarka, Delhi - CPCB",38.99,2022-10-31 02:00:00+00:00
PM10,,"Central University, Hyderabad - TSPCB",152.0,2022-10-31 02:00:00+00:00
O3,,"IDA Pashamylaram, Hyderabad - TSPCB",0.0,2022-10-31 02:00:00+00:00
NO2,,"Adarsh Nagar, Jaipur - RSPCB",136.52,2022-10-31 02:00:00+00:00
PM2.5,,"Shrinath Puram, Kota - RSPCB",89.5,2022-10-31 02:00:00+00:00
NO2,,"R K Puram, New Delhi - DPCC",81.4,2018-05-06 19:30:00+00:00
